Year,Region,Country,Country Code,Religion,Subreligion,Followers
1980,Africa,Madagascar,MAG,No Religion,,6000
1985,Africa,Madagascar,MAG,No Religion,,19000
1990,Africa,Madagascar,MAG,No Religion,,32000
1995,Africa,Madagascar,MAG,No Religion,,43452
2000,Africa,Madagascar,MAG,No Religion,,74751
2005,Africa,Madagascar,MAG,No Religion,,94500
2010,Africa,Madagascar,MAG,No Religion,,125000
1975,Africa,Comoros,COM,No Religion,,89
1980,Africa,Comoros,COM,No Religion,,147
1985,Africa,Comoros,COM,No Religion,,243
1990,Africa,Comoros,COM,No Religion,,400
1995,Africa,Comoros,COM,No Religion,,658
2000,Africa,Comoros,COM,No Religion,,1500
2005,Africa,Comoros,COM,No Religion,,1700
2010,Africa,Comoros,COM,No Religion,,1658
1970,Africa,Mauritius,MAS,No Religion,,2001
1975,Africa,Mauritius,MAS,No Religion,,2950
1980,Africa,Mauritius,MAS,No Religion,,3900
1985,Africa,Mauritius,MAS,No Religion,,14950
1990,Africa,Mauritius,MAS,No Religion,,26000
1995,Africa,Mauritius,MAS,No Religion,,23949
2000,Africa,Mauritius,MAS,No Religion,,15200
2005,Africa,Mauritius,MAS,No Religion,,12146
2010,Africa,Mauritius,MAS,No Religion,,9092
1980,Africa,Seychelles,SEY,No Religion,,530
1985,Africa,Seychelles,SEY,No Religion,,765
1990,Africa,Seychelles,SEY,No Religion,,1000
1995,Africa,Seychelles,SEY,No Religion,,344
2000,Africa,Seychelles,SEY,No Religion,,1540
2005,Africa,Seychelles,SEY,No Religion,,1190
2010,Africa,Seychelles,SEY,No Religion,,840
1955,Africa,Morocco,MOR,No Religion,,0
1960,Africa,Morocco,MOR,No Religion,,0
1965,Africa,Morocco,MOR,No Religion,,0
1970,Africa,Morocco,MOR,No Religion,,0
1975,Africa,Morocco,MOR,No Religion,,0
1980,Africa,Morocco,MOR,No Religion,,5000
1985,Africa,Morocco,MOR,No Religion,,7000
1990,Africa,Morocco,MOR,No Religion,,115000
1995,Africa,Morocco,MOR,No Religion,,0
2000,Africa,Morocco,MOR,No Religion,,0
2005,Africa,Morocco,MOR,No Religion,,0
2010,Africa,Morocco,MOR,No Religion,,0
1965,Africa,Algeria,ALG,No Religion,,0
1970,Africa,Algeria,ALG,No Religion,,0
1975,Africa,Algeria,ALG,No Religion,,3500
1980,Africa,Algeria,ALG,No Religion,,7000
1985,Africa,Algeria,ALG,No Religion,,0
1990,Africa,Algeria,ALG,No Religion,,720000
1995,Africa,Algeria,ALG,No Religion,,0
2000,Africa,Algeria,ALG,No Religion,,188826
2005,Africa,Algeria,ALG,No Religion,,0
2010,Africa,Algeria,ALG,No Religion,,0
1955,Africa,Tunisia,TUN,No Religion,,0
1960,Africa,Tunisia,TUN,No Religion,,0
1965,Africa,Tunisia,TUN,No Religion,,0
1970,Africa,Tunisia,TUN,No Religion,,0
1975,Africa,Tunisia,TUN,No Religion,,666
1980,Africa,Tunisia,TUN,No Religion,,1333
1985,Africa,Tunisia,TUN,No Religion,,0
1990,Africa,Tunisia,TUN,No Religion,,0
1995,Africa,Tunisia,TUN,No Religion,,0
2000,Africa,Tunisia,TUN,No Religion,,0
2005,Africa,Tunisia,TUN,No Religion,,0
2010,Africa,Tunisia,TUN,No Religion,,0
1950,Africa,Libya,LIB,No Religion,,0
1955,Africa,Libya,LIB,No Religion,,0
1960,Africa,Libya,LIB,No Religion,,0
1965,Africa,Libya,LIB,No Religion,,0
1970,Africa,Libya,LIB,No Religion,,0
1975,Africa,Libya,LIB,No Religion,,0
1980,Africa,Libya,LIB,No Religion,,2900
1985,Africa,Libya,LIB,No Religion,,0
1990,Africa,Libya,LIB,No Religion,,3666
1995,Africa,Libya,LIB,No Religion,,0
2000,Africa,Libya,LIB,No Religion,,0
2005,Africa,Libya,LIB,No Religion,,0
2010,Africa,Libya,LIB,No Religion,,0
1960,Africa,Sudan,SUD,No Religion,,0
1965,Africa,Sudan,SUD,No Religion,,0
1970,Africa,Sudan,SUD,No Religion,,0
1975,Africa,Sudan,SUD,No Religion,,0
1980,Africa,Sudan,SUD,No Religion,,0
1985,Africa,Sudan,SUD,No Religion,,0
1990,Africa,Sudan,SUD,No Religion,,220000
1995,Africa,Sudan,SUD,No Religion,,0
2000,Africa,Sudan,SUD,No Religion,,0
2005,Africa,Sudan,SUD,No Religion,,0
2010,Africa,Sudan,SUD,No Religion,,401252
1945,Mideast,Iran,IRN,No Religion,,0
1950,Mideast,Iran,IRN,No Religion,,0
1955,Mideast,Iran,IRN,No Religion,,0
1960,Mideast,Iran,IRN,No Religion,,0
1965,Mideast,Iran,IRN,No Religion,,0
1970,Mideast,Iran,IRN,No Religion,,0
1975,Mideast,Iran,IRN,No Religion,,0
1980,Mideast,Iran,IRN,No Religion,,16000
1985,Mideast,Iran,IRN,No Religion,,0
1990,Mideast,Iran,IRN,No Religion,,53333
1995,Mideast,Iran,IRN,No Religion,,26666
2000,Mideast,Iran,IRN,No Religion,,200000
2005,Mideast,Iran,IRN,No Religion,,205000
2010,Mideast,Iran,IRN,No Religion,,265000
1945,Mideast,Turkey,TUR,No Religion,,561
1950,Mideast,Turkey,TUR,No Religion,,0
1955,Mideast,Turkey,TUR,No Religion,,270
1960,Mideast,Turkey,TUR,No Religion,,277
1965,Mideast,Turkey,TUR,No Religion,,0
1970,Mideast,Turkey,TUR,No Religion,,0
1975,Mideast,Turkey,TUR,No Religion,,7500
1980,Mideast,Turkey,TUR,No Religion,,15000
1985,Mideast,Turkey,TUR,No Religion,,0
1990,Mideast,Turkey,TUR,No Religion,,110000
1995,Mideast,Turkey,TUR,No Religion,,57000
2000,Mideast,Turkey,TUR,No Religion,,102955
2005,Mideast,Turkey,TUR,No Religion,,360325
2010,Mideast,Turkey,TUR,No Religion,,383938
1945,Mideast,Iraq,IRQ,No Religion,,0
1950,Mideast,Iraq,IRQ,No Religion,,0
1955,Mideast,Iraq,IRQ,No Religion,,0
1960,Mideast,Iraq,IRQ,No Religion,,0
1965,Mideast,Iraq,IRQ,No Religion,,0
1970,Mideast,Iraq,IRQ,No Religion,,0
1975,Mideast,Iraq,IRQ,No Religion,,0
1980,Mideast,Iraq,IRQ,No Religion,,16666
1985,Mideast,Iraq,IRQ,No Religion,,0
1990,Mideast,Iraq,IRQ,No Religion,,85000
1995,Mideast,Iraq,IRQ,No Religion,,0
2000,Mideast,Iraq,IRQ,No Religion,,462300
2005,Mideast,Iraq,IRQ,No Religion,,279630
2010,Mideast,Iraq,IRQ,No Religion,,350000
1945,Mideast,Egypt,EGY,No Religion,,0
1950,Mideast,Egypt,EGY,No Religion,,0
1955,Mideast,Egypt,EGY,No Religion,,0
1960,Mideast,Egypt,EGY,No Religion,,0
1965,Mideast,Egypt,EGY,No Religion,,0
1970,Mideast,Egypt,EGY,No Religion,,0
1975,Mideast,Egypt,EGY,No Religion,,0
1980,Mideast,Egypt,EGY,No Religion,,30000
1985,Mideast,Egypt,EGY,No Religion,,0
1990,Mideast,Egypt,EGY,No Religion,,220000
1995,Mideast,Egypt,EGY,No Religion,,229463
2000,Mideast,Egypt,EGY,No Religion,,228233
2005,Mideast,Egypt,EGY,No Religion,,560000
2010,Mideast,Egypt,EGY,No Religion,,812776
1950,Mideast,Syria,SYR,No Religion,,0
1955,Mideast,Syria,SYR,No Religion,,0
1960,Mideast,Syria,SYR,No Religion,,0
1965,Mideast,Syria,SYR,No Religion,,0
1970,Mideast,Syria,SYR,No Religion,,58050
1975,Mideast,Syria,SYR,No Religion,,0
1980,Mideast,Syria,SYR,No Religion,,0
1985,Mideast,Syria,SYR,No Religion,,0
1990,Mideast,Syria,SYR,No Religion,,32500
1995,Mideast,Syria,SYR,No Religion,,0
2000,Mideast,Syria,SYR,No Religion,,122000
2005,Mideast,Syria,SYR,No Religion,,265000
2010,Mideast,Syria,SYR,No Religion,,297589
1945,Mideast,Lebanon,LEB,No Religion,,0
1950,Mideast,Lebanon,LEB,No Religion,,0
1955,Mideast,Lebanon,LEB,No Religion,,0
1960,Mideast,Lebanon,LEB,No Religion,,0
1965,Mideast,Lebanon,LEB,No Religion,,24690
1970,Mideast,Lebanon,LEB,No Religion,,49380
1975,Mideast,Lebanon,LEB,No Religion,,59990
1980,Mideast,Lebanon,LEB,No Religion,,70600
1985,Mideast,Lebanon,LEB,No Religion,,0
1990,Mideast,Lebanon,LEB,No Religion,,0
1995,Mideast,Lebanon,LEB,No Religion,,0
2000,Mideast,Lebanon,LEB,No Religion,,75000
2005,Mideast,Lebanon,LEB,No Religion,,122460
2010,Mideast,Lebanon,LEB,No Religion,,122430
1945,Mideast,Jordan,JOR,No Religion,,0
1950,Mideast,Jordan,JOR,No Religion,,0
1955,Mideast,Jordan,JOR,No Religion,,0
1960,Mideast,Jordan,JOR,No Religion,,0
1965,Mideast,Jordan,JOR,No Religion,,22990
1970,Mideast,Jordan,JOR,No Religion,,45980
1975,Mideast,Jordan,JOR,No Religion,,0
1980,Mideast,Jordan,JOR,No Religion,,36500
1985,Mideast,Jordan,JOR,No Religion,,0
1990,Mideast,Jordan,JOR,No Religion,,70000
1995,Mideast,Jordan,JOR,No Religion,,0
2000,Mideast,Jordan,JOR,No Religion,,0
2005,Mideast,Jordan,JOR,No Religion,,0
2010,Mideast,Jordan,JOR,No Religion,,0
1950,Mideast,Israel,ISR,No Religion,,0
1955,Mideast,Israel,ISR,No Religion,,0
1960,Mideast,Israel,ISR,No Religion,,0
1965,Mideast,Israel,ISR,No Religion,,0
1970,Mideast,Israel,ISR,No Religion,,0
1975,Mideast,Israel,ISR,No Religion,,0
1980,Mideast,Israel,ISR,No Religion,,0
1985,Mideast,Israel,ISR,No Religion,,0
1990,Mideast,Israel,ISR,No Religion,,0
1995,Mideast,Israel,ISR,No Religion,,0
2000,Mideast,Israel,ISR,No Religion,,135000
2005,Mideast,Israel,ISR,No Religion,,314000
2010,Mideast,Israel,ISR,No Religion,,343000
1945,Mideast,Saudi Arabia,SAU,No Religion,,0
1950,Mideast,Saudi Arabia,SAU,No Religion,,0
1955,Mideast,Saudi Arabia,SAU,No Religion,,0
1960,Mideast,Saudi Arabia,SAU,No Religion,,0
1965,Mideast,Saudi Arabia,SAU,No Religion,,0
1970,Mideast,Saudi Arabia,SAU,No Religion,,0
1975,Mideast,Saudi Arabia,SAU,No Religion,,0
1980,Mideast,Saudi Arabia,SAU,No Religion,,30000
1985,Mideast,Saudi Arabia,SAU,No Religion,,15000
1990,Mideast,Saudi Arabia,SAU,No Religion,,0
1995,Mideast,Saudi Arabia,SAU,No Religion,,0
2000,Mideast,Saudi Arabia,SAU,No Religion,,216070
2005,Mideast,Saudi Arabia,SAU,No Religion,,462380
2010,Mideast,Saudi Arabia,SAU,No Religion,,521815
1945,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1950,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1955,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1960,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1965,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1970,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1975,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1980,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1985,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1990,Mideast,Yemen Arab Republic,YAR,No Religion,,0
1990,Mideast,Yemen,YEM,No Religion,,0
1995,Mideast,Yemen,YEM,No Religion,,0
2000,Mideast,Yemen,YEM,No Religion,,0
2005,Mideast,Yemen,YEM,No Religion,,0
2010,Mideast,Yemen,YEM,No Religion,,0
1970,Mideast,Yemen People's Republic,YPR,No Religion,,0
1975,Mideast,Yemen People's Republic,YPR,No Religion,,0
1980,Mideast,Yemen People's Republic,YPR,No Religion,,0
1985,Mideast,Yemen People's Republic,YPR,No Religion,,0
1990,Mideast,Yemen People's Republic,YPR,No Religion,,0
1960,Mideast,Kuwait,KUW,No Religion,,0
1965,Mideast,Kuwait,KUW,No Religion,,0
1970,Mideast,Kuwait,KUW,No Religion,,0
1975,Mideast,Kuwait,KUW,No Religion,,0
1980,Mideast,Kuwait,KUW,No Religion,,0
1985,Mideast,Kuwait,KUW,No Religion,,0
1990,Mideast,Kuwait,KUW,No Religion,,7500
1995,Mideast,Kuwait,KUW,No Religion,,10000
2000,Mideast,Kuwait,KUW,No Religion,,0
2005,Mideast,Kuwait,KUW,No Religion,,0
2010,Mideast,Kuwait,KUW,No Religion,,0
1970,Mideast,Bahrain,BAH,No Religion,,0
1975,Mideast,Bahrain,BAH,No Religion,,0
1980,Mideast,Bahrain,BAH,No Religion,,0
1985,Mideast,Bahrain,BAH,No Religion,,0
1990,Mideast,Bahrain,BAH,No Religion,,700
1995,Mideast,Bahrain,BAH,No Religion,,0
2000,Mideast,Bahrain,BAH,No Religion,,0
2005,Mideast,Bahrain,BAH,No Religion,,0
2010,Mideast,Bahrain,BAH,No Religion,,0
1970,Mideast,Qatar,QAT,No Religion,,0
1975,Mideast,Qatar,QAT,No Religion,,0
1980,Mideast,Qatar,QAT,No Religion,,0
1985,Mideast,Qatar,QAT,No Religion,,0
1990,Mideast,Qatar,QAT,No Religion,,0
1995,Mideast,Qatar,QAT,No Religion,,0
2000,Mideast,Qatar,QAT,No Religion,,10574
2005,Mideast,Qatar,QAT,No Religion,,26640
2010,Mideast,Qatar,QAT,No Religion,,30000
1970,Mideast,United Arab Emirates,UAE,No Religion,,0
1975,Mideast,United Arab Emirates,UAE,No Religion,,0
1980,Mideast,United Arab Emirates,UAE,No Religion,,2600
1985,Mideast,United Arab Emirates,UAE,No Religion,,0
1990,Mideast,United Arab Emirates,UAE,No Religion,,0
1995,Mideast,United Arab Emirates,UAE,No Religion,,0
2000,Mideast,United Arab Emirates,UAE,No Religion,,34827
2005,Mideast,United Arab Emirates,UAE,No Religion,,57000
2010,Mideast,United Arab Emirates,UAE,No Religion,,85000
1970,Mideast,Oman,OMA,No Religion,,0
1975,Mideast,Oman,OMA,No Religion,,0
1980,Mideast,Oman,OMA,No Religion,,2400
1985,Mideast,Oman,OMA,No Religion,,0
1990,Mideast,Oman,OMA,No Religion,,3800
1995,Mideast,Oman,OMA,No Religion,,0
2000,Mideast,Oman,OMA,No Religion,,0
2005,Mideast,Oman,OMA,No Religion,,0
2010,Mideast,Oman,OMA,No Religion,,0
1945,Mideast,Afghanistan,AFG,No Religion,,347
1950,Mideast,Afghanistan,AFG,No Religion,,0
1955,Mideast,Afghanistan,AFG,No Religion,,0
1960,Mideast,Afghanistan,AFG,No Religion,,1187
1965,Mideast,Afghanistan,AFG,No Religion,,1506
1970,Mideast,Afghanistan,AFG,No Religion,,1825
1975,Mideast,Afghanistan,AFG,No Religion,,922680
1980,Mideast,Afghanistan,AFG,No Religion,,115787
1985,Mideast,Afghanistan,AFG,No Religion,,88000
1990,Mideast,Afghanistan,AFG,No Religion,,102000
1995,Mideast,Afghanistan,AFG,No Religion,,104000
2000,Mideast,Afghanistan,AFG,No Religion,,125000
2005,Mideast,Afghanistan,AFG,No Religion,,135000
2010,Mideast,Afghanistan,AFG,No Religion,,55000
1995,Asia,Turkmenistan,TKM,No Religion,,45090
2000,Asia,Turkmenistan,TKM,No Religion,,44590
2005,Asia,Turkmenistan,TKM,No Religion,,52680
2010,Asia,Turkmenistan,TKM,No Religion,,56160
1995,Asia,Tajikistan,TAJ,No Religion,,725000
2000,Asia,Tajikistan,TAJ,No Religion,,61880
2005,Asia,Tajikistan,TAJ,No Religion,,68500
2010,Asia,Tajikistan,TAJ,No Religion,,185911
1995,Asia,Kyrgyzstan,KYR,No Religion,,609060
2000,Asia,Kyrgyzstan,KYR,No Religion,,93980
2005,Asia,Kyrgyzstan,KYR,No Religion,,102880
2010,Asia,Kyrgyzstan,KYR,No Religion,,268268
1995,Asia,Uzbekistan,UZB,No Religion,,204210
2000,Asia,Uzbekistan,UZB,No Religion,,165119
2005,Asia,Uzbekistan,UZB,No Religion,,654175
2010,Asia,Uzbekistan,UZB,No Religion,,504000
1995,Asia,Kazakhstan,KZK,No Religion,,3855840
2000,Asia,Kazakhstan,KZK,No Religion,,4542440
2005,Asia,Kazakhstan,KZK,No Religion,,2700000
2010,Asia,Kazakhstan,KZK,No Religion,,1880000
1945,Asia,China,CHN,No Religion,,29429300
1950,Asia,China,CHN,No Religion,,62235904
1955,Asia,China,CHN,No Religion,,140071150
1960,Asia,China,CHN,No Religion,,249846947
1965,Asia,China,CHN,No Religion,,269303578
1970,Asia,China,CHN,No Religion,,355264128
1975,Asia,China,CHN,No Religion,,428850560
1980,Asia,China,CHN,No Religion,,434404805
1985,Asia,China,CHN,No Religion,,435087488
1990,Asia,China,CHN,No Religion,,444546380
1995,Asia,China,CHN,No Religion,,440100800
2000,Asia,China,CHN,No Religion,,485472046
2005,Asia,China,CHN,No Religion,,423708979
2010,Asia,China,CHN,No Religion,,437181638
1945,Asia,Mongolia,MON,No Religion,,344380
1950,Asia,Mongolia,MON,No Religion,,343716
1955,Asia,Mongolia,MON,No Religion,,380560
1960,Asia,Mongolia,MON,No Religion,,466180
1965,Asia,Mongolia,MON,No Religion,,588600
1970,Asia,Mongolia,MON,No Religion,,741691
1975,Asia,Mongolia,MON,No Religion,,650700
1980,Asia,Mongolia,MON,No Religion,,564740
1985,Asia,Mongolia,MON,No Religion,,619740
1990,Asia,Mongolia,MON,No Religion,,700750
1995,Asia,Mongolia,MON,No Religion,,586750
2000,Asia,Mongolia,MON,No Religion,,276581
2005,Asia,Mongolia,MON,No Religion,,296115
2010,Asia,Mongolia,MON,No Religion,,850000
1950,Asia,Taiwan,TAW,No Religion,,1471
1955,Asia,Taiwan,TAW,No Religion,,8651
1960,Asia,Taiwan,TAW,No Religion,,15830
1965,Asia,Taiwan,TAW,No Religion,,17010
1970,Asia,Taiwan,TAW,No Religion,,30189
1975,Asia,Taiwan,TAW,No Religion,,32094
1980,Asia,Taiwan,TAW,No Religion,,34000
1985,Asia,Taiwan,TAW,No Religion,,418500
1990,Asia,Taiwan,TAW,No Religion,,803000
1995,Asia,Taiwan,TAW,No Religion,,881328
2000,Asia,Taiwan,TAW,No Religion,,1531250
2005,Asia,Taiwan,TAW,No Religion,,1821600
2010,Asia,Taiwan,TAW,No Religion,,1593900
1950,Asia,North Korea,PRK,No Religion,,3700320
1955,Asia,North Korea,PRK,No Religion,,3981600
1960,Asia,North Korea,PRK,No Religion,,5367750
1965,Asia,North Korea,PRK,No Religion,,6633550
1970,Asia,North Korea,PRK,No Religion,,9128320
1975,Asia,North Korea,PRK,No Religion,,11084680
1980,Asia,North Korea,PRK,No Religion,,13072840
1985,Asia,North Korea,PRK,No Religion,,14964180
1990,Asia,North Korea,PRK,No Religion,,16086770
1995,Asia,North Korea,PRK,No Religion,,17235660
2000,Asia,North Korea,PRK,No Religion,,15461884
2005,Asia,North Korea,PRK,No Religion,,15282432
2010,Asia,North Korea,PRK,No Religion,,15690406
1950,Asia,South Korea,ROK,No Religion,,11135
1955,Asia,South Korea,ROK,No Religion,,35267
1960,Asia,South Korea,ROK,No Religion,,59400
1965,Asia,South Korea,ROK,No Religion,,83532
1970,Asia,South Korea,ROK,No Religion,,107664
1975,Asia,South Korea,ROK,No Religion,,147332
1980,Asia,South Korea,ROK,No Religion,,187000
1985,Asia,South Korea,ROK,No Religion,,23216356
1990,Asia,South Korea,ROK,No Religion,,22584835
1995,Asia,South Korea,ROK,No Religion,,21953315
2000,Asia,South Korea,ROK,No Religion,,21909247
2005,Asia,South Korea,ROK,No Religion,,21865180
2010,Asia,South Korea,ROK,No Religion,,22199939
1945,Asia,Japan,JPN,No Religion,,629705
1950,Asia,Japan,JPN,No Religion,,1572000
1955,Asia,Japan,JPN,No Religion,,3624350
1960,Asia,Japan,JPN,No Religion,,6276700
1965,Asia,Japan,JPN,No Religion,,8629049
1970,Asia,Japan,JPN,No Religion,,10981399
1975,Asia,Japan,JPN,No Religion,,11358874
1980,Asia,Japan,JPN,No Religion,,11736350
1985,Asia,Japan,JPN,No Religion,,12068175
1990,Asia,Japan,JPN,No Religion,,12300000
1995,Asia,Japan,JPN,No Religion,,14464679
2000,Asia,Japan,JPN,No Religion,,14191968
2005,Asia,Japan,JPN,No Religion,,15332760
2010,Asia,Japan,JPN,No Religion,,12107911
1950,Asia,India,IND,No Religion,,834823
1955,Asia,India,IND,No Religion,,1301722
1960,Asia,India,IND,No Religion,,1768620
1965,Asia,India,IND,No Religion,,2235519
1970,Asia,India,IND,No Religion,,2702417
1975,Asia,India,IND,No Religion,,3434208
1980,Asia,India,IND,No Religion,,4166000
1985,Asia,India,IND,No Religion,,7083000
1990,Asia,India,IND,No Religion,,10000000
1995,Asia,India,IND,No Religion,,11685100
2000,Asia,India,IND,No Religion,,3200000
2005,Asia,India,IND,No Religion,,3458725
2010,Asia,India,IND,No Religion,,3717450
1975,Asia,Bhutan,BHU,No Religion,,0
1980,Asia,Bhutan,BHU,No Religion,,20
1985,Asia,Bhutan,BHU,No Religion,,40
1990,Asia,Bhutan,BHU,No Religion,,60
1995,Asia,Bhutan,BHU,No Religion,,100
2000,Asia,Bhutan,BHU,No Religion,,200
2005,Asia,Bhutan,BHU,No Religion,,1770
2010,Asia,Bhutan,BHU,No Religion,,196
1950,Asia,Pakistan,PAK,No Religion,,3783
1955,Asia,Pakistan,PAK,No Religion,,9328
1960,Asia,Pakistan,PAK,No Religion,,14874
1965,Asia,Pakistan,PAK,No Religion,,20419
1970,Asia,Pakistan,PAK,No Religion,,25964
1975,Asia,Pakistan,PAK,No Religion,,20982
1980,Asia,Pakistan,PAK,No Religion,,16000
1985,Asia,Pakistan,PAK,No Religion,,53000
1990,Asia,Pakistan,PAK,No Religion,,90000
1995,Asia,Pakistan,PAK,No Religion,,111349
2000,Asia,Pakistan,PAK,No Religion,,152000
2005,Asia,Pakistan,PAK,No Religion,,149549
2010,Asia,Pakistan,PAK,No Religion,,163620
1975,Asia,Bangladesh,BNG,No Religion,,157000
1980,Asia,Bangladesh,BNG,No Religion,,176320
1985,Asia,Bangladesh,BNG,No Religion,,197284
1990,Asia,Bangladesh,BNG,No Religion,,218248
1995,Asia,Bangladesh,BNG,No Religion,,159504
2000,Asia,Bangladesh,BNG,No Religion,,100761
2005,Asia,Bangladesh,BNG,No Religion,,108671
2010,Asia,Bangladesh,BNG,No Religion,,116581
1950,Asia,Myanmar,MYA,No Religion,,20774
1955,Asia,Myanmar,MYA,No Religion,,35207
1960,Asia,Myanmar,MYA,No Religion,,49641
1965,Asia,Myanmar,MYA,No Religion,,64074
1970,Asia,Myanmar,MYA,No Religion,,78507
1975,Asia,Myanmar,MYA,No Religion,,84254
1980,Asia,Myanmar,MYA,No Religion,,90000
1985,Asia,Myanmar,MYA,No Religion,,110000
1990,Asia,Myanmar,MYA,No Religion,,160000
1995,Asia,Myanmar,MYA,No Religion,,205000
2000,Asia,Myanmar,MYA,No Religion,,122171
2005,Asia,Myanmar,MYA,No Religion,,270225
2010,Asia,Myanmar,MYA,No Religion,,286983
1950,Asia,Sri Lanka,SRI,No Religion,,9756
1955,Asia,Sri Lanka,SRI,No Religion,,21272
1960,Asia,Sri Lanka,SRI,No Religion,,32789
1965,Asia,Sri Lanka,SRI,No Religion,,44305
1970,Asia,Sri Lanka,SRI,No Religion,,55821
1975,Asia,Sri Lanka,SRI,No Religion,,105410
1980,Asia,Sri Lanka,SRI,No Religion,,155000
1985,Asia,Sri Lanka,SRI,No Religion,,217500
1990,Asia,Sri Lanka,SRI,No Religion,,250000
1995,Asia,Sri Lanka,SRI,No Religion,,190503
2000,Asia,Sri Lanka,SRI,No Religion,,60000
2005,Asia,Sri Lanka,SRI,No Religion,,85000
2010,Asia,Sri Lanka,SRI,No Religion,,9481
1965,Asia,Maldives,MAD,No Religion,,0
1970,Asia,Maldives,MAD,No Religion,,0
1975,Asia,Maldives,MAD,No Religion,,2
1980,Asia,Maldives,MAD,No Religion,,6
1985,Asia,Maldives,MAD,No Religion,,20
1990,Asia,Maldives,MAD,No Religion,,60
1995,Asia,Maldives,MAD,No Religion,,178
2000,Asia,Maldives,MAD,No Religion,,0
2005,Asia,Maldives,MAD,No Religion,,0
2010,Asia,Maldives,MAD,No Religion,,0
1945,Asia,Nepal,NEP,No Religion,,332
1950,Asia,Nepal,NEP,No Religion,,1908
1955,Asia,Nepal,NEP,No Religion,,10943
1960,Asia,Nepal,NEP,No Religion,,19978
1965,Asia,Nepal,NEP,No Religion,,29012
1970,Asia,Nepal,NEP,No Religion,,38047
1975,Asia,Nepal,NEP,No Religion,,41023
1980,Asia,Nepal,NEP,No Religion,,44000
1985,Asia,Nepal,NEP,No Religion,,52000
1990,Asia,Nepal,NEP,No Religion,,60000
1995,Asia,Nepal,NEP,No Religion,,68025
2000,Asia,Nepal,NEP,No Religion,,76050
2005,Asia,Nepal,NEP,No Religion,,63025
2010,Asia,Nepal,NEP,No Religion,,50000
1945,Asia,Thailand,THI,No Religion,,1042
1950,Asia,Thailand,THI,No Religion,,5724
1955,Asia,Thailand,THI,No Religion,,31416
1960,Asia,Thailand,THI,No Religion,,57108
1965,Asia,Thailand,THI,No Religion,,82800
1970,Asia,Thailand,THI,No Religion,,108492
1975,Asia,Thailand,THI,No Religion,,153246
1980,Asia,Thailand,THI,No Religion,,198000
1985,Asia,Thailand,THI,No Religion,,599000
1990,Asia,Thailand,THI,No Religion,,1000000
1995,Asia,Thailand,THI,No Religion,,1058946
2000,Asia,Thailand,THI,No Religion,,420000
